good morning,早上好；早晨
supplement,v.,补充；增补
supplementary sheet,phr.,补充页
supplicant,n.,恳求者
supply department,phr.,供应部门
support services,phr.,支持服务
support themselves,phr.,自给自足
support tutor,phr.,辅导老师
supporting industry,n.,配套产业
supposed,adj.,所谓的；误以为的
supposition,n.,假定；猜想
suppress,v.,镇压；抑制；查禁
suppression,n.,镇压；抑制
supremacy,n.,至高无上；霸权
surely,adv.,当然；无疑；必定
surf the Internet,phr.,上网
surface of water,phr.,水面
surfboard,n.,冲浪板
surfer,n.,冲浪者；上网者
surfrider,n.,冲浪者
surmount,v.,克服；战胜
surname,n.,姓；姓氏
surpass,v.,超越；胜过
surprisingly,adv.,惊人地；出乎意料地
surreptitious,adj.,秘密的；鬼鬼祟祟的
surveillance,n.,监视；监督
surveyor,n.,测量员；检验员
surveys,n.,调查
suspense,n.,悬念；焦虑
suspenseful,adj.,充满悬念的；令人紧张的
suspenseful tension,phr.,悬疑的紧张气氛
swamp,n.,沼泽
swamp,v.,使陷入；淹没；忙得不可开交
swamp fever,n.,沼泽热；疟疾
swan,n.,天鹅
swap,n.,交换
swap,v.,交换
sway the body,phr.,摇摆身体
sweaters,n.,毛衣
sweaty,adj.,出汗的
sweet fruit,phr.,甜的水果
sweet shop,n.,糖果店
sweetener,n.,甜味剂；好处
swelling,n.,肿胀；肿块
swiftly,adv.,迅速地
swim lane u,n.,泳道
swimming,n.,游泳
swimming cap,n.,泳帽
swimming costume,n.,泳衣
swimming facilities,n.,游泳设施
swimming pool,n.,游泳池
swimming suit,n.,泳衣
swimming trunks,n.,泳裤
swimsuit,n.,（女式）泳衣
swinging rings,phr.,吊环
switched off,phr.,关掉的；不感兴趣的
swivel,n.,转节；转环
swivel,v.,（使）旋转
syllabus,n.,教学大纲；课程大纲
symbiosis,n.,共生关系
symbol of high quality,phr.,高品质的象征
symbol of historical events,phr.,历史事件的象征
symbol of social status,phr.,社会地位的象征
symbol of society,phr.,社会的象征
symbol of value,phr.,价值的象征
symbolism,n.,象征意义；象征手法
symbolize,v.,象征；代表
symbols of history,phr.,历史的象征
symbols of social status,phr.,社会地位的象征
symmetry,n.,对称；匀称
sympathise,v.,同情；体谅
sympathize,v.,同情；体谅
symphony orchestra,n.,交响乐团
symposium,n.,研讨会；座谈会
sync,n.,同步
synchronise,v.,（使）同步；（使）同时发生
synchronization,n.,同步
synchronize,v.,（使）同步；（使）同时发生
synchronized swimming,n.,花样游泳
synchronous,adj.,同步的；同时的
syndicate,n.,企业联合；财团
syndrome,n.,综合征
synonym,n.,同义词
syntax,n.,语法；句法
syntax error,phr.,语法错误
synthesis,n.,综合；合成
synthesise,v.,合成；综合
synthesize,v.,合成；综合
synthesizer,n.,（电子）合成器
synthetic,adj.,合成的；人造的
synthetic,n.,合成物
syrup,n.,糖浆；药用糖浆
system analyst,n.,系统分析员
systematic,adj.,系统的；有条理的
systematically,adv.,系统地；有条理地
systematization,n.,系统化
tab,n.,标签；账单
tab,v.,给…贴标签
table cloth,n.,桌布
table games,n.,桌上游戏
table lamp,n.,台灯
table tennis,n.,乒乓球
tables,n.,桌子；表格
tablespoon,n.,汤匙；大勺
tableware,n.,餐具
tabloid,n.,小报
tackle problems,phr.,解决问题
tactic,n.,策略；战术
tactics,n.,策略；战术
tail-wagging,n.,摇尾巴
tailor,n.,裁缝
tailor,v.,量身定制；修改
take ... into account,phr.,考虑到
take ... off,phr.,脱下；起飞
take ... on board,phr.,理解；接受
take a look around,phr.,四处看看
take a pass,phr.,不参与；传球
take aback,v.,使吃惊
take action,phr.,采取行动
take advantage of,phr.,利用
take an examination,phr.,参加考试
take away,adj.,外卖的
take control of time,phr.,控制时间
take diversion,phr.,绕道
take its toll,phr.,造成损失；产生负面影响
take measures to,phr.,采取措施去
take notes,phr.,做笔记
take one's temperature,phr.,量体温
take photos,phr.,拍照
take pictures,phr.,拍照
take precautions,phr.,采取预防措施
take regular exercise,phr.,定期锻炼
take risks,phr.,冒险
take some dishes,phr.,拿些盘子
take the bus,phr.,坐公交车
take up,phr.,开始从事；占据（时间或空间）
takeaway,n.,外卖食品；外卖店
talcum powder,n.,爽身粉；滑石粉
talent and intelligence,phr.,才智
talent competition program,phr.,才艺比赛节目
talent market,phr.,人才市场
talent shows,n.,才艺秀；选秀节目
talk show,n.,脱口秀
talk through,phr.,详细讨论
talk-in,n.,访谈节目
talking book,n.,有声读物
tan,adj.,棕褐色的
tan,n.,棕褐色
tan,v.,（使）晒成棕褐色；鞣（皮）
tangerine,n.,橘子
tangerine skin,phr.,橘皮；陈皮
tangibly,adv.,可触摸地；明确地
tango,n.,探戈舞
tap dance,phr.,踢踏舞
tape deck,phr.,磁带录音座
tape recorder,n.,录音机
taper,v.,（使）逐渐变细；（使）逐渐减少
tapped water,phr.,自来水
tardy,adj.,迟缓的；迟到的
tart,adj.,酸的；尖刻的
tart,n.,果馅饼
tasteless,adj.,无味的；没品位的
taxes,n.,税款
taxi service,n.,出租车服务
taxpayer,n.,纳税人
tea and coffee facilities,phr.,茶和咖啡设施
tea cup,n.,茶杯
tea-table,n.,茶几
teacher's certificate or license,n.,教师资格证
teacher's college,n.,师范学院
teacher-centered,adj.,以教师为中心的
teaching aid,n.,教具
teaching aids,n.,教具
teaching experience,n.,教学经验
teaching material,n.,教材
teaching resources,n.,教学资源
teaching staff,n.,教职员工
teacup,n.,茶杯
team leaders,n.,团队领导
team manager u,n.,领队
team selection,n.,队员选拔
team-work spirit,n.,团队合作精神
teammate,n.,队友
teams,n.,团队；队伍
teamwork,n.,团队合作
tear,n.,眼泪
tear,n.,裂缝；破洞
tear,v.,撕；扯
tear down,phr.,拆除
tears,n.,眼泪
tease,v.,取笑；戏弄
teaspoon,n.,茶匙
technical and technological skills,phr.,技术技能
technical offence,phr.,技术犯规
techniques,n.,技术；技巧
technology-dependent,adj.,依赖技术的
tectonic,adj.,地壳构造的
teddy bear,n.,泰迪熊
teem,v.,充满；遍布
teenagers,n.,青少年
teeth,n.,牙齿
telecom,n.,电信
telecommunication,n.,电信；通讯
telegraph,n.,电报
telegraph,v.,打电报；无意中泄露
telemarketing,n.,电话营销
telemeter,n.,遥测计
telephone calls,n.,电话
telephone interview,n.,电话采访
telephone rental,n.,电话租金
telephone survey,n.,电话调查
television camera,n.,电视摄像机
television drama,n.,电视剧
television program,n.,电视节目
television station,n.,电视台
tell English stories,phr.,讲英语故事
tell stories,phr.,讲故事
tell them secrets,phr.,告诉他们秘密
teller,n.,（银行）出纳员；讲述者
temp,n.,临时工
temperament,n.,气质；性情
temperance,n.,节制；戒酒
temperate,adj.,（气候）温和的；有节制的
temperately,adv.,有节制地；温和地
tempest,n.,暴风雨；骚动
tempestuous,adj.,狂暴的；动荡的
template,n.,模板；样板
temple walls,phr.,寺庙的墙壁
temporal,adj.,时间的；世俗的；太阳穴的
temporal lobes,phr.,颞叶
temporary variable,phr.,临时变量
temporize,v.,拖延；妥协
tenable,adj.,（论点）站得住脚的
tenacious,adj.,顽强的；坚韧的
tenacity,n.,韧性；固执
tenancy,n.,租赁；租期
tender meat,n.,嫩肉
tenement,n.,（尤指城市贫民区的）公寓楼
tenet,n.,信条；原则
tennis court,n.,网球场
tennis shoes,n.,网球鞋
tenpin bowling,n.,十瓶保龄球
tensile,adj.,可拉伸的；张力的
tents,n.,帐篷
tenuous,adj.,纤细的；脆弱的；稀薄的
term paper,n.,学期论文
terminate,v.,（使）终止；（使）结束
termination of risk,n.,风险终止
terminology,n.,术语
terms,n.,条款；条件；关系
terraced house,n.,排屋
terrain,n.,地形；地势
terrestrial globe,n.,地球仪
territorial water,n.,领海
tertiary,adj.,第三的；高等教育的
tertiary industry,n.,第三产业
test paper,n.,试卷
testament,n.,证明；遗嘱；圣约
tester,n.,测试员；测试器
testify,v.,作证；证明
testimonial,n.,证明书；推荐信
testimony,n.,证词；证据
tests,n.,测试
textbooks,n.,教科书；课本
textile,adj.,纺织的
textile,n.,纺织品
texture,n.,质地；口感；纹理
thalassaemia,n.,地中海贫血
thatch,n.,茅草屋顶；茅草
thaw,n.,解冻；缓和期
thaw,v.,（使）解冻；（使）融化
the Earth's mantle,n.,地幔
the European Renaissance,n.,欧洲文艺复兴
the Nile Delta,n.,尼罗河三角洲
the Royal Society,n.,英国皇家学会
the Students Union,n.,学生会
the U.S,n.,美国
the bend in the river,phr.,河湾
the communication responsibility of the marketing center,phr.,市场中心的沟通职责
the disabled,n.,残疾人
the elders,n.,长辈；长者
the food chain,n.,食物链
the game of chess,n.,国际象棋
the game of draughts,n.,西洋跳棋
the game of halma,n.,跳棋
the learned,n.,学者
the mains,n.,主电源；总管道
the news trade,n.,新闻业
the old,n.,老年人
the only existing copy,n.,现存孤本
the other day,phr.,前几天
the public,n.,公众；大众
the republic of letters,n.,文坛
the sense of art,n.,艺术感
the special,phr.,特色菜；特别之物
the tip of the iceberg,phr.,冰山一角
the tropics,n.,热带地区
theater-in-the-round,n.,圆形剧场
theatre-goer,n.,戏迷
theatrical costume,phr.,戏服
theatrical production,phr.,戏剧作品
theocracy,n.,神权政治
theology,n.,神学
theory,n.,理论；学说
chapters,n.,章节
thereafter,adv.,此后；之后
thermal,adj.,热的；保暖的
thermal,n.,上升热气流
thermometer,n.,温度计
thermos flask,n.,热水瓶
thermostat,n.,恒温器
thick fog,n.,浓雾
thickness,n.,厚度；浓度
thigh,n.,大腿
thinking,n.,思想；想法
thirst,n.,口渴；渴望
thirst,v.,渴望
thorn,n.,刺；荆棘
thorny,adj.,多刺的；棘手的
thorough,adj.,彻底的；周密的
three seconds,n.,三秒
three-dimensional,adj.,三维的；立体的
threshold,n.,门槛；开端；阈值
thrilled,adj.,非常兴奋的
thriller,n.,惊悚片；惊悚小说
thrilling,adj.,令人兴奋的；惊险的
thriving,adj.,繁荣的；兴旺的
throne,n.,王位；宝座
through train,n.,直达列车
throw into,phr.,使陷入
thruway,n.,高速公路
thunderstorm,n.,雷暴
tick box,n.,复选框
tick off,phr.,用记号勾出；责备
ticket inspector,n.,检票员
ticket shop,n.,售票点
ticket stub,n.,票根
ticket tout,n.,黄牛党；票贩子
tickets,n.,票；罚单
tickle,v.,（使）发痒；逗乐
tides,n.,潮汐
tie up,phr.,绑好；占用；使陷入困境
tiepin,n.,领带夹
tile,n.,瓷砖；瓦片
tile,v.,铺瓦；铺瓷砖
tillable,adj.,可耕种的
tilt,n.,倾斜
tilt,v.,（使）倾斜
time consuming,adj.,耗时的
time of arrival u,n.,到达时间
time of departure u,n.,出发时间
time zone,n.,时区
time-consuming,adj.,耗时的
time-out,n.,暂停
time-scale,n.,时间范围；时间表
timer,n.,计时器；定时器
times,n.,次数；时代
times,prep.,乘以
timetable,n.,时间表；时刻表
timework,n.,计时工作
timid,adj.,胆小的；羞怯的
title card,n.,标题卡
title index,n.,书名索引
title role,n.,剧名角色
titles,n.,标题；字幕；头衔
tkinter,n.,（Python的）图形用户界面库
to and fro,adv.,来回地
to be frank,adv.,坦白说
to date,adv.,至今
to hand,adv.,在手边
to one's liking,adv.,合某人心意
to renew,v.,续订；更新
toaster,n.,烤面包机
tobacconist,n.,烟草商
toddler,n.,学步的幼儿
toe,n.,脚趾
toggle,n.,切换键；开关
toil,n.,辛苦；苦工
toil,v.,辛苦工作
toilet paper,n.,卫生纸
tolerable to have adverts,phr.,可以容忍有广告
tolerate the bad service,phr.,忍受差劲的服务
toleration,n.,容忍；宽容
tomato sauce,n.,番茄酱
tomatoes,n.,番茄；西红柿
tomb,n.,坟墓
tome,n.,大部头的书；巨著
tonic water,n.,汤力水；奎宁水
toolbar,n.,工具栏
tools,n.,工具
tooth brush,n.,牙刷
tooth paste,n.,牙膏
toothbrush,n.,牙刷
toothed,adj.,有齿的
toothpaste,n.,牙膏
toothpick,n.,牙签
top level,adj.,高层的；顶级的
top student,n.,尖子生；优等生
topple,v.,（使）倒下；推翻
topsoil,n.,表层土
torment,n.,折磨；痛苦
torn,adj.,撕破的
tornado,n.,龙卷风
tortoise,n.,乌龟；陆龟
tortoiseshell,n.,玳瑁；龟甲
tortuous,adj.,弯曲的；曲折的
totally,adv.,完全地；彻底地
touching,adj.,感人的；动人的
toughen,v.,（使）变坚韧；（使）变强硬
tour guide,n.,导游
touring,n.,旅游；巡演
tourist card,n.,旅游卡
tourist office,n.,旅游咨询处
tourist season,n.,旅游旺季
tournament,n.,锦标赛；联赛
tout,v.,兜售；吹捧；招揽顾客
tow,v.,拖；拉
towel,n.,毛巾
towel,v.,用毛巾擦
towel rail,n.,毛巾架
towels,n.,毛巾
town hall,n.,市政厅
townscape,n.,城镇风光
toxin,n.,毒素
toy factory,phr.,玩具厂
toy gun,n.,玩具枪
toys,n.,玩具
traceable,adj.,可追踪的
track and field,phr.,田径
tractable,adj.,易驾驭的；温顺的
trade union,n.,工会
traditional country,n.,传统国家
traditional festivals,n.,传统节日
traditional food,n.,传统食物
traditional garments,n.,传统服装
traditional goods,n.,传统商品
traditional operas,n.,传统戏曲
traditional production,n.,传统生产
traditional style,n.,传统风格
traditional styles,n.,传统风格
traditional tools,n.,传统工具
traditional virtues,n.,传统美德
traditional way,n.,传统方式
traditional wrestling,n.,传统摔跤
traffic accident,n.,交通事故
traffic flow,n.,交通流量
traffic jam,n.,交通堵塞；塞车
traffic light,n.,交通灯；红绿灯
traffic noise,n.,交通噪音
trailing,adj.,拖尾的；蔓生的
training,n.,训练；培训
trait,n.,特征；特点
traitor,n.,叛徒；卖国贼
tram,n.,有轨电车
tramcar,n.,有轨电车
trample,v.,踩；践踏
trance,n.,昏睡状态；出神
tranquil,adj.,安静的；平静的
tranquility,n.,宁静；平静
tranquilliser,n.,镇静剂
transcend,v.,超越；胜过
transcribe,v.,抄写；转录
transcript,n.,抄本；副本；成绩单
transcription,n.,抄写；转录
transect,v.,横切；横断
transferable,adj.,可转让的
transformer,n.,变压器
transfuse,v.,输血；灌输
transgress,v.,违反；违背
transient,adj.,短暂的；临时的
transition,n.,过渡；转变
transitory,adj.,短暂的；瞬息的
translucent,adj.,半透明的
transmute,v.,使变形；使变质
transparent,adj.,透明的；清晰的；显而易见的
transport information,phr.,交通信息
transport service,n.,运输服务
transport tool,n.,运输工具
transportable,adj.,可运输的
transpose,v.,调换位置；移调
trapeze,n.,（杂技）高空秋千
trappings,n.,（权力的）外部标志；装饰
trauma,n.,（心理或身体）创伤
travel agency,phr.,旅行社
travel brochure,n.,旅行手册
travel companion,phr.,旅伴
travel documents,phr.,旅行证件
travel kit,n.,旅行套装
travel service,n.,旅行服务
traveler,n.,旅行者
traveling,adj.,旅行的
traveling,n.,旅行
traveller,n.,旅行者
traveller's cheque,n.,旅行支票
travellers cheque,n.,旅行支票
travelling case,n.,旅行箱
travelling circus,n.,流动马戏团
travelling expenses,n.,旅费
travelling staircase,n.,自动扶梯
travelogue,n.,旅行见闻；游记
traversal,n.,遍历；横越
traverse,v.,横越；穿过
treacle,n.,糖浆；糖蜜
treadmill,n.,跑步机；单调乏味的工作
treason,n.,叛国罪
treasurer,n.,财务主管；司库
treasury,n.,国库；财政部；宝库
treatise,n.,论文；专著
trees,n.,树木；树林
trek,n.,艰苦跋涉
trek,v.,艰苦跋涉
trekker,n.,徒步旅行者
trench,n.,沟；壕沟
trend-setting,phr.,引领潮流的
trends,n.,趋势；动态
trespass,v.,非法侵入；侵犯
trial edition,phr.,试用版
trial match,phr.,选拔赛；预赛
trials,n.,试验；选拔赛；审判
triangle,n.,三角形
tribes,n.,部落
tributary,n.,支流；进贡国
trifle,n.,琐事；小事
triglyceride,n.,甘油三酯
trim,adj.,整齐的；苗条的
trim,n.,修剪；装饰
trim,v.,修剪；削减；装饰
trimester,n.,三个月；学期
trinket,n.,小饰品；小玩意
triple-quoted string,phr.,三引号字符串
tripod,n.,三脚架
triumphant,adj.,胜利的；得意洋洋的
trivialize,v.,使显得不重要
troll,n.,（北欧神话）巨怪；网络喷子
trolley,n.,手推车；（有轨）电车
trolley bus,n.,无轨电车
tropic,n.,回归线；热带
tropical,adj.,热带的
tropics,n.,热带地区
tropospheric,adj.,对流层的
tropospheric ozone,phr.,对流层臭氧
